time,wx,wy,wz
1.435,-0.41,-0.81,0.21
1.439,-0.44,-0.65,0.07
1.444,-0.44,-0.43,-0.09
1.450,-0.41,-0.16,-0.22
1.454,-0.38,0.09,-0.33
1.459,-0.33,0.26,-0.39
1.465,-0.30,0.35,-0.38
1.470,-0.26,0.37,-0.33
1.475,-0.22,0.36,-0.24
1.480,-0.17,0.33,-0.12
1.485,-0.11,0.29,0.01
1.490,-0.04,0.25,0.14
1.495,0.02,0.21,0.28
1.504,0.07,0.19,0.41
1.505,0.09,0.21,0.52
1.511,0.09,0.27,0.61
1.525,0.09,0.32,0.67
1.526,0.10,0.35,0.69
1.526,0.10,0.35,0.70
1.530,0.10,0.32,0.70
1.537,0.09,0.29,0.68
1.540,0.07,0.29,0.65
1.545,0.05,0.33,0.60
1.550,0.02,0.35,0.54
1.554,-0.01,0.34,0.47
1.559,-0.03,0.32,0.40
1.565,-0.03,0.29,0.34
1.570,-0.00,0.26,0.28
1.574,0.04,0.22,0.24
1.579,0.08,0.19,0.21
1.585,0.14,0.16,0.19
1.590,0.22,0.13,0.16
1.595,0.30,0.11,0.15
1.605,0.38,0.13,0.15
1.606,0.46,0.19,0.15
1.611,0.54,0.24,0.15
1.624,0.63,0.28,0.16
1.625,0.72,0.30,0.17
1.625,0.79,0.31,0.18
1.630,0.83,0.31,0.20
1.635,0.84,0.31,0.21
1.640,0.82,0.34,0.22
1.645,0.78,0.42,0.22
1.651,0.72,0.52,0.22
1.655,0.67,0.63,0.22
1.660,0.62,0.72,0.21
1.665,0.58,0.80,0.21
1.670,0.55,0.86,0.21
1.675,0.53,0.92,0.21
1.680,0.51,1.01,0.21
1.685,0.51,1.13,0.19
1.691,0.53,1.28,0.18
1.695,0.57,1.43,0.17
1.705,0.61,1.59,0.17
1.707,0.65,1.74,0.17
1.711,0.66,1.84,0.20
1.723,0.66,1.85,0.23
1.724,0.67,1.79,0.28
1.725,0.69,1.70,0.33
1.731,0.76,1.58,0.39
1.736,0.87,1.45,0.46
1.740,1.00,1.33,0.53
1.745,1.13,1.20,0.60
1.750,1.25,1.02,0.65
1.755,1.35,0.80,0.66
1.760,1.44,0.61,0.65
1.765,1.53,0.47,0.61
1.771,1.64,0.40,0.55
1.775,1.78,0.46,0.47
1.780,1.93,0.63,0.38
1.786,2.12,0.87,0.28
1.791,2.32,1.15,0.19
1.796,2.51,1.46,0.12
1.806,2.67,1.82,0.06
1.807,2.79,2.30,0.05
1.811,2.90,2.92,0.06
1.826,3.01,3.58,0.05
1.828,3.03,4.03,-0.02
1.828,2.90,4.19,-0.13
1.830,2.80,4.29,-0.21
1.835,2.76,4.40,-0.17
1.840,2.77,4.50,-0.02
1.844,2.83,4.62,0.21
1.850,2.95,4.84,0.43
1.855,3.09,5.24,0.63
1.860,3.27,5.80,0.74
1.866,3.29,5.95,0.66
1.872,2.97,4.99,0.32
1.875,2.25,2.72,-0.14
1.880,1.47,0.14,-0.50
1.885,1.11,-1.00,-0.68
1.890,1.00,-0.95,-0.71
1.895,0.91,-0.61,-0.64
1.905,0.85,-0.16,-0.54
1.905,0.80,0.27,-0.44
1.910,0.72,0.55,-0.35
1.916,0.63,0.66,-0.30
1.920,0.53,0.64,-0.28
1.925,0.45,0.61,-0.28
1.930,0.38,0.62,-0.29
1.936,0.27,0.65,-0.33
1.940,0.15,0.66,-0.38
1.945,0.03,0.63,-0.44
1.950,-0.07,0.57,-0.49
1.955,-0.16,0.50,-0.55
1.960,-0.23,0.44,-0.58
1.966,-0.32,0.37,-0.61
1.970,-0.40,0.33,-0.63
1.975,-0.46,0.39,-0.66
1.980,-0.53,0.42,-0.65
1.985,-0.63,0.33,-0.63
1.990,-0.76,0.16,-0.61
1.995,-0.89,-0.08,-0.61
2.002,-1.02,-0.34,-0.62
2.005,-1.12,-0.56,-0.63
2.010,-1.22,-0.72,-0.59
2.016,-1.31,-0.85,-0.52
2.020,-1.39,-0.97,-0.47
2.025,-1.45,-1.08,-0.39
2.031,-1.49,-1.17,-0.29
2.035,-1.51,-1.26,-0.22
2.040,-1.53,-1.34,-0.15
2.045,-1.56,-1.40,-0.09
2.050,-1.60,-1.46,-0.04
2.055,-1.65,-1.50,-0.01
2.060,-1.72,-1.55,0.01
2.069,-1.78,-1.59,0.00
2.071,-1.84,-1.63,-0.01
2.076,-1.86,-1.66,-0.03
2.081,-1.85,-1.68,-0.05
2.086,-1.82,-1.67,-0.06
2.091,-1.78,-1.62,-0.06
2.096,-1.73,-1.56,-0.04
2.107,-1.69,-1.51,-0.02
2.108,-1.65,-1.49,-0.01
2.110,-1.62,-1.49,-0.02
2.116,-1.58,-1.50,-0.03
2.128,-1.52,-1.50,-0.04
2.129,-1.46,-1.47,-0.06
2.131,-1.38,-1.45,-0.08
2.141,-1.27,-1.45,-0.10
2.142,-1.17,-1.45,-0.12
2.145,-1.08,-1.47,-0.14
2.151,-1.09,-1.34,-0.14
2.155,-1.68,-0.12,0.08
2.160,-2.06,0.86,0.44
2.165,-1.72,0.54,0.51
2.170,-1.44,0.21,0.46
2.175,-1.38,0.15,0.41
2.180,-1.31,0.02,0.31
2.187,-1.15,-0.32,0.12
2.191,-1.02,-0.63,-0.05
2.196,-0.87,-0.94,-0.19
2.207,-0.79,-1.10,-0.23
2.208,-0.89,-0.92,-0.16
2.210,-1.06,-0.53,-0.02
2.218,-1.07,-0.19,0.08
2.221,-0.93,0.06,0.07
2.225,-0.86,0.46,0.12
2.230,-0.71,0.78,0.19
2.235,-0.40,0.86,0.14
2.240,-0.23,1.02,0.19
2.245,-0.04,1.05,0.22
2.250,0.17,0.93,0.18
2.255,0.19,0.94,0.22
2.260,0.17,0.95,0.25
2.265,0.14,0.90,0.23
2.271,0.07,0.79,0.16
2.276,0.00,0.51,0.07
2.280,-0.04,0.06,-0.02
2.291,-0.09,-0.35,-0.10
2.291,-0.16,-0.64,-0.14
2.297,-0.22,-0.85,-0.18
2.311,-0.25,-1.03,-0.21
2.312,-0.24,-1.23,-0.25
2.312,-0.20,-1.40,-0.28
2.324,-0.17,-1.51,-0.29
2.325,-0.12,-1.57,-0.27
2.325,-0.08,-1.54,-0.26
2.331,-0.07,-1.38,-0.27
2.336,-0.12,-1.14,-0.33
2.341,-0.21,-0.85,-0.43
2.346,-0.35,-0.48,-0.57
2.351,-0.49,-0.11,-0.71
2.355,-0.56,0.19,-0.84
2.360,-0.53,0.44,-0.94
2.365,-0.37,0.57,-0.97
2.371,-0.12,0.63,-0.89
2.376,0.14,0.63,-0.80
2.381,0.34,0.53,-0.66
2.391,0.46,0.38,-0.54
2.392,0.52,0.20,-0.44
2.396,0.50,0.02,-0.35
2.411,0.46,-0.11,-0.29
2.411,0.47,-0.12,-0.26
2.412,0.52,0.08,-0.23
2.416,0.63,0.55,-0.18
2.423,0.76,1.10,-0.07
2.426,0.82,1.45,0.07
2.430,0.78,1.43,0.19
2.435,0.64,1.11,0.29
2.440,0.46,0.75,0.34
2.446,0.25,0.49,0.37
2.452,0.04,0.40,0.40
2.455,-0.16,0.40,0.41
2.461,-0.33,0.43,0.40
2.469,-0.49,0.42,0.36
2.471,-0.63,0.34,0.28
2.476,-0.76,0.20,0.18
2.481,-0.89,0.01,0.07
2.486,-1.00,-0.20,-0.03
2.492,-1.09,-0.38,-0.11
2.496,-1.14,-0.47,-0.17
2.509,-1.15,-0.45,-0.24
2.510,-1.12,-0.33,-0.30
2.511,-1.09,-0.17,-0.35
2.516,-1.05,-0.00,-0.38
2.528,-1.01,0.12,-0.40
2.529,-0.96,0.18,-0.41
2.531,-0.91,0.19,-0.39
2.544,-0.89,0.17,-0.37
2.545,-0.91,0.17,-0.36
2.545,-0.96,0.22,-0.36
2.561,-1.01,0.31,-0.36
2.562,-1.02,0.40,-0.33
2.562,-1.00,0.44,-0.27
2.567,-0.96,0.44,-0.21
2.572,-0.93,0.42,-0.14
2.575,-0.91,0.38,-0.09
2.580,-0.88,0.35,-0.05
2.587,-0.84,0.32,-0.03
2.591,-0.79,0.30,-0.01
2.595,-0.74,0.31,0.00
2.601,-0.70,0.36,0.01
2.606,-0.67,0.41,0.01
2.611,-0.65,0.47,0.01
2.616,-0.62,0.53,0.01
2.621,-0.59,0.58,-0.01
2.625,-0.54,0.60,-0.03
2.631,-0.46,0.57,-0.05
2.636,-0.38,0.53,-0.07
2.641,-0.30,0.52,-0.09
2.645,-0.23,0.53,-0.12
2.652,-0.16,0.58,-0.14
2.657,-0.09,0.65,-0.16
2.661,-0.00,0.76,-0.15
2.667,0.09,0.87,-0.10
2.672,0.18,0.98,-0.02
2.676,0.24,1.09,0.09
2.681,0.27,1.12,0.24
2.691,0.27,1.11,0.39
2.692,0.25,1.06,0.51
2.696,0.21,0.94,0.62
2.710,0.15,0.78,0.72
2.711,0.09,0.60,0.80
2.712,0.05,0.41,0.86
2.717,0.04,0.23,0.90
2.723,0.05,0.07,0.94
2.726,0.08,-0.10,0.97
2.731,0.12,-0.28,0.99
2.736,0.22,-0.46,1.01
2.741,0.33,-0.66,1.04
2.745,0.49,-0.82,1.02
2.752,0.62,-0.98,0.91
2.756,0.72,-1.08,0.72
2.760,0.79,-1.13,0.54
2.765,0.83,-1.10,0.40
2.772,0.85,-0.99,0.34
2.776,0.90,-0.84,0.37
2.781,1.00,-0.64,0.45
2.792,1.06,-0.33,0.54
2.793,1.07,0.08,0.61
2.796,1.05,0.42,0.65
2.811,0.97,0.64,0.70
2.812,0.84,0.70,0.72
2.812,0.67,0.62,0.71
2.817,0.50,0.41,0.66
2.824,0.39,0.17,0.58
2.826,0.34,-0.03,0.48
2.832,0.34,-0.15,0.38
2.835,0.35,-0.24,0.27
2.841,0.37,-0.29,0.14
2.846,0.40,-0.31,0.02
2.851,0.47,-0.29,-0.09
2.855,0.58,-0.25,-0.16
2.860,0.72,-0.23,-0.19
2.865,0.89,-0.22,-0.18
2.871,1.07,-0.21,-0.16
2.876,1.24,-0.16,-0.13
2.880,1.41,-0.06,-0.10
2.888,1.59,0.07,-0.07
2.892,1.79,0.19,-0.05
2.895,2.04,0.31,-0.02
2.901,2.31,0.44,0.01
2.905,2.59,0.57,0.04
2.910,2.87,0.68,0.04
2.915,3.11,0.75,0.01
2.921,3.31,0.74,-0.01
2.925,3.46,0.66,-0.01
2.931,3.56,0.52,0.03
2.935,3.61,0.39,0.08
2.940,3.63,0.36,0.10
2.945,3.62,0.43,0.07
2.953,3.63,0.31,0.04
2.956,3.60,0.02,0.03
2.961,3.48,-0.22,0.06
2.966,3.31,-0.37,0.11
2.971,3.14,-0.44,0.16
2.976,2.99,-0.50,0.22
2.981,2.88,-0.64,0.35
2.992,2.64,-0.41,0.47
2.993,2.26,0.24,0.40
2.997,1.98,0.75,0.34
3.013,1.84,0.99,0.40
3.014,1.74,1.22,0.45
3.015,1.63,1.42,0.44
3.016,1.54,1.58,0.40
3.025,1.46,1.71,0.36
3.026,1.38,1.79,0.33
3.031,1.27,1.83,0.29
3.036,1.12,1.78,0.22
3.040,0.96,1.67,0.13
3.046,0.82,1.54,0.03
3.052,0.68,1.46,-0.07
3.056,0.56,1.41,-0.17
3.060,0.45,1.40,-0.26
3.065,0.34,1.40,-0.36
3.071,0.22,1.40,-0.44
3.076,0.13,1.40,-0.51
3.081,0.05,1.37,-0.55
3.093,-0.01,1.32,-0.56
3.094,-0.07,1.25,-0.54
3.096,-0.13,1.18,-0.52
3.101,-0.19,1.09,-0.50
3.113,-0.25,1.00,-0.48
3.114,-0.30,0.90,-0.47
3.116,-0.36,0.82,-0.47
3.127,-0.43,0.74,-0.47
3.128,-0.51,0.68,-0.49
3.131,-0.60,0.64,-0.51
3.136,-0.70,0.60,-0.53
3.140,-0.81,0.57,-0.56
3.145,-0.92,0.50,-0.58
3.152,-1.01,0.42,-0.60
3.156,-1.12,0.34,-0.60
3.161,-1.22,0.23,-0.58
3.165,-1.32,0.07,-0.51
3.172,-1.40,-0.10,-0.42
3.176,-1.46,-0.31,-0.34
3.181,-1.51,-0.54,-0.26
3.193,-1.56,-0.78,-0.21
3.193,-1.60,-1.00,-0.17
3.197,-1.63,-1.21,-0.14
3.202,-1.65,-1.39,-0.11
3.213,-1.65,-1.56,-0.10
3.214,-1.65,-1.71,-0.07
3.217,-1.65,-1.82,-0.04
3.226,-1.64,-1.91,0.01
3.228,-1.64,-1.98,0.06
3.231,-1.66,-2.05,0.11
3.236,-1.70,-2.09,0.17
3.241,-1.75,-2.10,0.21
3.246,-1.81,-2.07,0.23
3.251,-1.88,-1.99,0.23
