time,wx,wy,wz
2.273,-0.69,0.24,0.55
2.279,-0.66,0.40,0.48
2.284,-0.61,0.51,0.40
2.289,-0.55,0.55,0.31
2.293,-0.49,0.52,0.25
2.299,-0.43,0.42,0.19
2.304,-0.36,0.24,0.13
2.309,-0.28,0.02,0.05
2.318,-0.21,-0.20,-0.02
2.319,-0.13,-0.37,-0.07
2.323,-0.04,-0.50,-0.10
2.335,0.04,-0.60,-0.12
2.336,0.12,-0.65,-0.13
2.339,0.18,-0.69,-0.14
2.344,0.23,-0.72,-0.16
2.349,0.25,-0.73,-0.15
2.353,0.26,-0.69,-0.13
2.358,0.26,-0.59,-0.09
2.364,0.27,-0.50,-0.03
2.368,0.27,-0.37,0.05
2.373,0.26,-0.26,0.14
2.379,0.28,-0.18,0.23
2.384,0.33,-0.08,0.30
2.389,0.37,0.05,0.35
2.394,0.42,0.15,0.37
2.399,0.49,0.20,0.35
2.404,0.60,0.22,0.32
2.409,0.74,0.21,0.26
2.420,0.89,0.21,0.18
2.421,1.05,0.22,0.10
2.424,1.22,0.24,-0.00
2.437,1.39,0.29,-0.11
2.438,1.57,0.34,-0.22
2.439,1.75,0.39,-0.32
2.444,1.95,0.47,-0.42
2.449,2.16,0.55,-0.50
2.453,2.37,0.66,-0.55
2.459,2.59,0.82,-0.60
2.463,2.81,1.01,-0.63
2.469,3.00,1.22,-0.65
2.473,3.18,1.41,-0.66
2.479,3.33,1.53,-0.66
2.485,3.46,1.49,-0.65
2.489,3.55,1.30,-0.61
2.495,3.60,0.98,-0.54
2.499,3.62,0.51,-0.46
2.505,3.65,-0.11,-0.37
2.509,3.69,-0.88,-0.28
2.520,3.73,-1.73,-0.17
2.522,3.77,-2.54,-0.06
2.524,3.82,-3.21,0.01
2.538,3.83,-3.58,0.02
2.539,3.77,-3.55,-0.01
2.540,3.65,-3.29,-0.08
2.544,3.47,-2.91,-0.17
2.555,3.20,-2.32,-0.30
2.556,2.91,-1.58,-0.44
2.559,2.74,-0.96,-0.57
2.575,2.64,-0.44,-0.73
2.575,2.56,0.07,-0.84
2.576,2.50,0.55,-0.84
2.594,2.46,0.98,-0.78
2.595,2.49,1.36,-0.69
2.596,2.58,1.68,-0.59
2.596,2.67,2.00,-0.50
2.600,2.72,2.38,-0.44
2.605,2.74,2.74,-0.41
2.609,2.77,2.98,-0.40
2.622,2.83,3.12,-0.40
2.623,2.93,3.12,-0.41
2.624,3.10,2.99,-0.42
2.631,3.31,2.81,-0.41
2.634,3.51,2.68,-0.34
2.639,3.68,2.64,-0.22
2.644,3.72,2.57,-0.11
2.650,3.61,2.43,-0.05
2.654,3.44,2.28,-0.02
2.660,3.29,2.18,0.01
2.665,3.18,2.22,0.07
2.669,3.14,2.34,0.12
2.674,3.12,2.39,0.14
2.680,3.09,2.37,0.13
2.684,3.04,2.31,0.12
2.689,2.98,2.19,0.09
2.694,2.91,2.03,0.08
2.700,2.84,1.89,0.08
2.704,2.78,1.76,0.10
2.709,2.72,1.64,0.13
2.719,2.66,1.60,0.16
2.720,2.59,1.62,0.17
2.724,2.51,1.70,0.18
2.731,2.43,1.81,0.19
2.734,2.35,1.92,0.19
2.739,2.25,1.98,0.17
2.744,2.14,1.98,0.14
2.750,2.02,1.96,0.12
2.754,1.90,1.90,0.11
2.759,1.79,1.82,0.11
2.764,1.69,1.74,0.11
2.769,1.58,1.67,0.11
2.774,1.47,1.58,0.12
2.780,1.36,1.49,0.12
2.784,1.23,1.41,0.10
2.789,1.11,1.30,0.07
2.794,0.99,1.15,0.02
2.799,0.87,1.00,-0.03
2.803,0.74,0.85,-0.08
2.808,0.61,0.69,-0.13
2.815,0.50,0.51,-0.18
2.819,0.38,0.35,-0.24
2.823,0.27,0.19,-0.31
2.829,0.16,0.09,-0.38
2.833,0.06,0.07,-0.45
2.839,-0.05,0.12,-0.51
2.843,-0.16,0.21,-0.55
2.848,-0.28,0.27,-0.60
2.853,-0.41,0.27,-0.65
2.858,-0.54,0.20,-0.70
2.863,-0.67,0.05,-0.74
2.868,-0.80,-0.16,-0.76
2.873,-0.93,-0.42,-0.77
2.878,-1.05,-0.71,-0.76
2.883,-1.14,-0.97,-0.74
2.889,-1.20,-1.13,-0.72
2.894,-1.27,-1.21,-0.63
