time,wx,wy,wz
1.763,-0.61,-0.54,0.92
1.764,-0.72,-0.50,1.01
1.767,-0.83,-0.50,1.12
1.776,-0.94,-0.52,1.26
1.776,-1.02,-0.57,1.41
1.781,-1.09,-0.66,1.55
1.789,-1.13,-0.75,1.67
1.791,-1.13,-0.81,1.77
1.796,-1.09,-0.82,1.85
1.802,-1.05,-0.79,1.91
1.807,-1.05,-0.71,1.93
1.811,-1.08,-0.61,1.90
1.816,-1.15,-0.49,1.84
1.822,-1.24,-0.37,1.75
1.827,-1.33,-0.24,1.67
1.831,-1.40,-0.10,1.59
1.840,-1.44,0.12,1.51
1.842,-1.46,0.46,1.41
1.847,-1.49,0.89,1.29
1.860,-1.55,1.34,1.12
1.861,-1.64,1.81,0.92
1.861,-1.73,2.27,0.71
1.867,-1.81,2.65,0.49
1.873,-1.87,2.95,0.30
1.876,-1.90,3.17,0.13
1.881,-1.91,3.30,0.01
1.887,-1.88,3.33,-0.07
1.891,-1.82,3.26,-0.11
1.896,-1.71,3.09,-0.12
1.902,-1.56,2.83,-0.11
1.907,-1.33,2.44,-0.07
1.911,-0.99,1.85,-0.03
1.917,-0.54,1.09,-0.01
1.922,-0.08,0.33,-0.06
1.927,0.26,-0.27,-0.16
1.931,0.43,-0.73,-0.25
1.940,0.50,-1.17,-0.27
1.941,0.52,-1.65,-0.24
1.950,0.50,-2.10,-0.19
1.959,0.44,-2.40,-0.15
1.959,0.37,-2.59,-0.15
1.961,0.31,-2.79,-0.22
1.967,0.26,-3.00,-0.32
1.971,0.27,-3.18,-0.45
1.976,0.34,-3.35,-0.58
1.981,0.47,-3.48,-0.67
1.987,0.62,-3.50,-0.70
1.991,0.69,-3.27,-0.70
1.996,0.64,-2.82,-0.68
2.002,0.49,-2.20,-0.66
2.007,0.26,-1.56,-0.64
2.012,-0.05,-0.98,-0.66
2.016,-0.39,-0.47,-0.70
2.022,-0.66,-0.03,-0.68
2.027,-0.71,0.34,-0.57
2.031,-0.47,0.66,-0.36
2.040,-0.02,0.84,-0.11
2.041,0.46,0.78,0.11
2.047,0.84,0.54,0.22
2.061,1.06,0.20,0.18
2.062,1.11,-0.12,0.06
2.062,0.91,-0.00,0.04
2.067,0.55,0.37,0.10
2.071,0.35,0.60,0.07
2.076,0.46,0.77,0.02
2.081,0.73,1.03,0.01
2.086,0.92,1.38,0.08
