time,wx,wy,wz
1.990,-0.16,0.05,0.04
1.994,-0.15,0.03,0.05
2.000,-0.13,0.01,0.06
2.004,-0.12,0.00,0.06
2.009,-0.10,-0.00,0.07
2.015,-0.09,-0.00,0.07
2.019,-0.07,-0.00,0.07
2.025,-0.06,-0.01,0.08
2.031,-0.04,-0.02,0.09
2.034,-0.03,-0.03,0.10
2.040,-0.02,-0.03,0.10
2.044,-0.01,-0.02,0.10
2.051,-0.02,-0.00,0.09
2.055,-0.04,0.03,0.08
2.060,-0.06,0.06,0.06
2.066,-0.09,0.09,0.04
2.070,-0.12,0.10,0.02
2.075,-0.14,0.10,0.00
2.080,-0.16,0.09,-0.01
2.085,-0.17,0.08,-0.02
2.089,-0.17,0.06,-0.03
2.094,-0.18,0.04,-0.03
2.101,-0.17,0.03,-0.03
2.104,-0.16,0.01,-0.03
2.110,-0.15,-0.01,-0.02
2.114,-0.13,-0.03,-0.01
2.119,-0.11,-0.05,-0.01
2.125,-0.09,-0.06,-0.00
2.131,-0.07,-0.07,0.00
2.135,-0.05,-0.07,0.01
2.139,-0.03,-0.06,0.01
2.145,-0.02,-0.04,0.01
2.150,-0.01,-0.04,0.01
2.155,-0.01,-0.03,0.00
2.160,-0.00,-0.03,-0.01
2.165,0.00,-0.02,-0.01
2.170,0.01,-0.02,-0.01
2.174,0.01,-0.02,-0.01
2.187,0.01,-0.03,-0.01
2.188,0.01,-0.03,-0.01
2.190,0.00,-0.03,-0.01
2.195,0.01,-0.03,-0.01
2.205,0.01,-0.02,-0.01
2.205,0.01,-0.01,0.00
2.210,0.01,0.00,0.01
2.215,0.01,0.01,0.01
2.219,0.01,0.01,0.02
2.224,0.01,-0.00,0.02
2.230,0.00,-0.01,0.03
2.234,-0.00,-0.01,0.04
2.239,-0.01,-0.02,0.04
2.244,-0.01,-0.02,0.05
2.250,-0.02,-0.02,0.06
2.255,-0.02,-0.03,0.06
2.259,-0.02,-0.03,0.07
2.264,-0.03,-0.02,0.07
2.270,-0.04,-0.01,0.07
2.275,-0.05,0.00,0.06
2.281,-0.06,0.01,0.07
2.286,-0.06,0.03,0.06
2.290,-0.07,0.03,0.06
2.295,-0.07,0.03,0.06
2.306,-0.07,0.02,0.06
2.306,-0.06,0.01,0.06
2.311,-0.05,-0.00,0.06
2.325,-0.04,-0.02,0.06
2.326,-0.03,-0.03,0.05
2.327,-0.02,-0.04,0.05
2.336,-0.02,-0.05,0.04
2.336,-0.02,-0.05,0.04
2.339,-0.01,-0.05,0.04
2.344,-0.01,-0.04,0.03
2.350,-0.01,-0.02,0.02
2.354,-0.01,0.00,0.02
2.360,-0.01,0.01,0.02
2.365,-0.00,0.02,0.01
2.370,-0.00,0.01,0.01
2.375,-0.00,0.01,0.01
2.385,-0.01,0.00,0.01
2.386,-0.01,0.01,0.02
2.389,-0.02,0.01,0.02
2.395,-0.03,0.00,0.01
2.400,-0.03,-0.00,0.02
2.405,-0.03,-0.01,0.02
2.410,-0.04,-0.01,0.02
2.415,-0.04,-0.03,0.03
2.420,-0.04,-0.04,0.03
2.425,-0.04,-0.05,0.03
2.432,-0.04,-0.05,0.02
2.435,-0.03,-0.04,0.02
2.440,-0.03,-0.03,0.01
2.445,-0.03,-0.01,0.01
2.450,-0.03,0.01,0.00
2.455,-0.03,0.03,-0.00
2.460,-0.03,0.04,-0.00
2.466,-0.04,0.04,0.00
2.470,-0.05,0.04,0.00
2.475,-0.05,0.03,0.01
2.480,-0.06,0.02,0.01
2.485,-0.07,0.01,0.01
2.491,-0.07,0.01,0.01
2.496,-0.07,0.02,0.01
2.507,-0.08,0.03,0.01
2.508,-0.09,0.04,0.01
