time,wx,wy,wz
0.382,-0.66,-0.56,-1.00
0.386,-0.65,-0.70,-0.97
0.392,-0.63,-0.71,-0.89
0.397,-0.55,-0.71,-0.80
0.402,-0.41,-0.69,-0.74
0.416,-0.25,-0.58,-0.70
0.417,-0.12,-0.37,-0.68
0.417,-0.01,-0.14,-0.66
0.422,0.10,-0.01,-0.64
0.427,0.19,-0.05,-0.62
0.432,0.26,-0.23,-0.62
0.438,0.30,-0.48,-0.63
0.442,0.33,-0.74,-0.64
0.447,0.36,-0.98,-0.65
0.452,0.39,-1.20,-0.65
0.458,0.42,-1.42,-0.65
0.462,0.45,-1.65,-0.65
0.467,0.49,-1.90,-0.65
0.473,0.54,-2.14,-0.67
0.477,0.60,-2.33,-0.71
0.483,0.68,-2.27,-0.73
0.488,0.83,-1.58,-0.75
0.492,1.02,-0.39,-0.78
0.497,1.19,0.47,-0.81
0.502,1.29,0.93,-0.78
0.516,1.34,1.25,-0.70
0.517,1.35,1.45,-0.58
0.517,1.33,1.56,-0.45
0.523,1.29,1.57,-0.34
0.528,1.23,1.46,-0.26
0.532,1.12,1.23,-0.21
0.538,0.98,0.93,-0.16
0.542,0.83,0.58,-0.13
0.547,0.66,0.20,-0.09
0.552,0.49,-0.17,-0.04
0.558,0.35,-0.51,0.00
0.562,0.23,-0.78,0.04
0.567,0.15,-0.96,0.05
0.572,0.10,-1.12,0.06
0.577,0.07,-1.26,0.06
0.582,0.05,-1.37,0.07
0.589,0.01,-1.49,0.07
0.593,-0.03,-1.60,0.07
0.598,-0.09,-1.71,0.07
0.602,-0.15,-1.82,0.08
0.607,-0.22,-1.91,0.09
0.613,-0.28,-1.97,0.11
0.617,-0.34,-1.98,0.13
0.633,-0.39,-1.95,0.16
0.634,-0.42,-1.85,0.19
0.634,-0.44,-1.71,0.21
0.638,-0.44,-1.57,0.21
0.642,-0.43,-1.44,0.19
0.647,-0.40,-1.32,0.17
0.653,-0.29,-1.05,0.13
0.658,-0.01,-0.49,0.06
0.662,0.40,0.12,-0.04
0.667,0.77,0.45,-0.13
0.673,1.04,0.51,-0.21
0.678,1.22,0.55,-0.28
0.682,1.33,0.72,-0.30
0.687,1.35,0.91,-0.31
0.692,1.32,0.90,-0.36
0.697,1.26,0.81,-0.43
0.702,1.17,0.70,-0.48
0.717,1.08,0.53,-0.49
0.718,0.98,0.28,-0.46
0.718,0.87,-0.02,-0.40
0.723,0.73,-0.35,-0.31
0.728,0.57,-0.68,-0.21
0.733,0.40,-0.98,-0.12
0.738,0.24,-1.22,-0.06
0.743,0.08,-1.45,-0.03
0.747,-0.06,-1.65,-0.00
0.752,-0.19,-1.84,0.03
0.757,-0.30,-1.99,0.07
0.763,-0.39,-2.08,0.10
0.767,-0.44,-2.08,0.12
0.772,-0.46,-2.04,0.13
0.777,-0.50,-2.02,0.12
0.782,-0.56,-2.03,0.10
0.787,-0.67,-2.05,0.08
0.793,-0.83,-2.10,0.06
0.797,-1.04,-2.20,0.05
0.802,-1.30,-2.32,0.08
0.817,-1.59,-2.47,0.17
0.818,-1.90,-2.67,0.38
0.818,-2.21,-2.94,0.62
0.823,-2.48,-3.24,0.81
0.828,-2.72,-3.52,0.94
0.832,-3.04,-3.66,1.15
0.838,-3.36,-3.70,1.45
0.843,-3.63,-3.64,1.73
0.848,-3.87,-3.54,1.94
0.852,-4.08,-3.44,2.04
0.857,-4.29,-3.30,2.05
0.862,-4.53,-3.14,1.99
0.867,-4.76,-2.95,1.89
0.874,-4.90,-2.73,1.80
0.878,-4.98,-2.45,1.71
0.883,-5.00,-2.10,1.63
0.888,-5.01,-1.75,1.53
0.893,-5.03,-1.47,1.41
0.897,-5.05,-1.24,1.29
0.902,-5.07,-1.06,1.17
0.910,-5.07,-0.93,1.07
0.914,-5.08,-0.87,0.99
0.918,-5.07,-0.92,0.93
0.923,-5.07,-1.09,0.87
0.928,-5.06,-1.36,0.83
0.933,-5.04,-1.68,0.81
0.938,-4.99,-1.99,0.84
0.943,-4.93,-2.26,0.91
0.948,-4.86,-2.48,1.03
0.953,-4.81,-2.68,1.20
0.958,-4.77,-2.89,1.37
0.963,-4.75,-3.13,1.53
0.968,-4.76,-3.37,1.66
0.974,-4.77,-3.57,1.74
0.978,-4.78,-3.69,1.77
0.983,-4.78,-3.72,1.77
0.989,-4.77,-3.69,1.73
0.993,-4.75,-3.61,1.65
0.998,-4.70,-3.48,1.53
1.002,-4.62,-3.29,1.37
1.012,-4.51,-3.10,1.19
1.014,-4.39,-2.93,0.99
1.018,-4.27,-2.84,0.78
1.028,-4.17,-2.83,0.53
1.029,-4.07,-2.89,0.27
1.034,-3.97,-3.00,0.01
1.039,-3.87,-3.13,-0.18
1.043,-3.77,-3.26,-0.30
1.048,-3.66,-3.36,-0.36
1.053,-3.54,-3.43,-0.38
1.058,-3.40,-3.50,-0.40
1.063,-3.24,-3.62,-0.41
1.068,-3.06,-3.77,-0.43
1.074,-2.86,-3.99,-0.46
1.078,-2.58,-4.32,-0.47
1.083,-2.31,-4.53,-0.48
1.089,-2.00,-4.76,-0.49
1.094,-1.64,-5.02,-0.49
1.098,-1.23,-5.22,-0.48
1.103,-0.82,-5.36,-0.47
1.113,-0.60,-5.24,-0.48
1.114,-0.67,-4.83,-0.57
1.118,-1.10,-4.17,-0.78
1.133,-1.74,-3.50,-1.10
1.134,-2.09,-3.26,-1.43
1.135,-1.93,-3.38,-1.68
1.139,-1.20,-3.77,-1.75
1.145,-0.08,-4.19,-1.64
1.147,1.03,-4.43,-1.40
1.153,1.82,-4.44,-1.16
1.157,2.22,-4.30,-1.02
1.162,2.30,-4.10,-0.99
1.167,2.18,-3.86,-1.01
1.173,1.96,-3.61,-1.05
1.177,1.72,-3.39,-1.05
1.184,1.50,-3.27,-1.02
1.188,1.33,-3.23,-0.96
1.192,1.19,-3.20,-0.85
1.198,1.09,-3.13,-0.72
1.203,1.01,-3.01,-0.59
1.214,0.95,-2.84,-0.49
1.215,0.92,-2.65,-0.42
1.219,0.90,-2.45,-0.39
1.228,0.89,-2.23,-0.40
1.229,0.89,-2.03,-0.45
1.233,0.91,-1.84,-0.55
1.238,0.96,-1.67,-0.66
1.243,1.04,-1.50,-0.78
1.248,1.13,-1.34,-0.90
1.253,1.25,-1.19,-1.03
1.258,1.37,-1.03,-1.15
1.262,1.48,-0.84,-1.25
1.267,1.55,-0.66,-1.34
1.274,1.56,-0.51,-1.41
1.278,1.51,-0.43,-1.47
1.282,1.43,-0.40,-1.53
1.287,1.33,-0.39,-1.59
1.293,1.30,-0.43,-1.66
1.298,1.29,-0.31,-1.73
1.303,1.22,-0.01,-1.77
1.311,1.14,0.24,-1.73
1.313,1.06,0.40,-1.64
1.318,0.97,0.57,-1.57
1.323,0.92,0.78,-1.49
1.328,0.87,0.99,-1.42
1.333,0.78,1.21,-1.37
1.338,0.62,1.45,-1.44
1.343,0.45,1.73,-1.55
1.348,0.40,2.10,-1.53
1.353,0.48,2.43,-1.41
1.358,0.65,2.63,-1.28
1.363,0.85,2.73,-1.16
1.368,0.99,2.74,-1.03
1.374,1.03,2.61,-0.85
1.378,0.96,2.37,-0.61
1.383,0.82,2.03,-0.40
1.388,0.66,1.53,-0.24
1.394,0.56,0.95,-0.06
1.398,0.54,0.63,0.16
1.403,0.58,0.56,0.32
1.416,0.68,0.61,0.43
1.417,0.80,0.83,0.49
1.418,0.96,1.20,0.48
1.423,1.12,1.58,0.40
1.434,1.23,1.94,0.25
1.434,1.27,2.22,0.06
1.439,1.24,2.29,-0.15
1.445,1.12,2.08,-0.31
1.448,0.94,1.76,-0.42
1.453,0.74,1.46,-0.49
1.457,0.56,1.21,-0.54
1.463,0.44,1.04,-0.57
1.468,0.37,1.02,-0.60
1.475,0.41,1.08,-0.64
1.479,0.56,1.22,-0.68
1.484,0.81,1.45,-0.69
1.488,1.08,1.77,-0.65
1.494,1.31,2.09,-0.52
1.499,1.42,2.31,-0.34
1.503,1.41,2.28,-0.11
1.513,1.25,1.89,0.13
1.514,0.94,1.33,0.33
1.518,0.55,0.89,0.52
1.523,0.17,0.69,0.73
1.528,-0.14,0.71,0.97
1.533,-0.32,0.96,1.29
1.538,-0.32,1.29,1.65
1.543,-0.20,1.39,2.01
1.548,-0.03,1.34,2.37
1.553,0.16,1.24,2.71
1.558,0.35,1.19,3.02
1.563,0.49,1.28,3.32
1.568,0.58,1.53,3.57
1.573,0.61,1.87,3.74
1.578,0.60,2.07,3.82
1.583,0.56,1.95,3.81
1.588,0.51,1.40,3.68
1.593,0.47,0.49,3.45
1.598,0.42,-0.29,3.18
1.603,0.33,-0.62,2.95
1.616,0.19,-0.58,2.78
1.617,0.08,-0.39,2.62
1.618,0.06,-0.14,2.41
1.623,0.19,0.19,2.11
1.635,0.50,0.62,1.71
1.636,0.94,1.03,1.25
1.638,1.44,1.31,0.82
1.644,1.89,1.49,0.55
1.648,2.26,1.67,0.52
1.653,2.55,1.83,0.65
1.659,2.81,1.86,0.81
1.663,3.03,1.74,0.91
1.668,3.22,1.47,0.92
1.673,3.38,1.17,0.87
1.678,3.48,0.90,0.79
1.683,3.48,0.56,0.66
1.688,3.40,0.07,0.43
1.693,3.16,-0.52,0.05
1.698,2.76,-1.03,-0.41
1.703,2.27,-1.45,-0.86
1.714,1.81,-1.73,-1.19
1.715,1.51,-1.79,-1.39
1.718,1.40,-1.66,-1.46
1.723,1.41,-1.39,-1.42
1.732,1.46,-1.09,-1.27
1.733,1.48,-0.89,-1.05
1.738,1.40,-0.80,-0.81
1.746,1.25,-0.73,-0.58
1.748,1.05,-0.62,-0.38
1.753,0.83,-0.51,-0.22
1.763,0.62,-0.40,-0.12
1.763,0.42,-0.31,-0.06
1.768,0.26,-0.21,-0.00
1.773,0.13,-0.13,0.08
1.778,0.00,-0.08,0.13
1.783,-0.11,-0.07,0.18
1.788,-0.20,-0.13,0.21
1.794,-0.27,-0.34,0.23
1.798,-0.38,-0.59,0.26
1.803,-0.50,-0.73,0.32
1.815,-0.61,-0.78,0.40
1.815,-0.73,-0.74,0.47
1.819,-0.81,-0.64,0.51
1.823,-0.86,-0.54,0.49
1.831,-0.90,-0.46,0.44
1.834,-0.93,-0.41,0.35
1.838,-0.94,-0.40,0.26
1.843,-0.98,-0.43,0.18
1.848,-1.02,-0.46,0.14
1.853,-1.05,-0.45,0.17
1.858,-1.06,-0.46,0.21
1.863,-1.03,-0.52,0.25
1.868,-0.98,-0.59,0.27
1.873,-0.92,-0.63,0.27
1.878,-0.85,-0.64,0.27
1.884,-0.79,-0.62,0.28
1.889,-0.74,-0.55,0.31
1.894,-0.72,-0.44,0.35
1.899,-0.74,-0.31,0.40
1.904,-0.78,-0.20,0.48
1.911,-0.87,-0.11,0.61
1.914,-0.98,-0.07,0.74
1.919,-1.11,-0.08,0.87
1.924,-1.23,-0.14,1.00
1.929,-1.36,-0.25,1.11
1.933,-1.49,-0.39,1.21
1.938,-1.60,-0.59,1.29
1.944,-1.70,-0.85,1.36
1.949,-1.79,-1.22,1.43
1.953,-1.86,-1.70,1.52
1.960,-1.94,-2.19,1.66
1.963,-2.02,-2.64,1.84
1.969,-2.12,-2.94,2.08
1.974,-2.20,-3.02,2.38
1.979,-2.16,-2.91,2.66
1.983,-2.01,-2.61,2.89
1.989,-1.82,-2.09,3.04
1.993,-1.64,-1.48,3.11
1.998,-1.50,-0.78,3.08
2.003,-1.42,0.03,2.97
2.014,-1.38,0.93,2.81
2.015,-1.34,1.81,2.66
2.018,-1.25,2.52,2.52
2.023,-1.14,2.90,2.37
2.029,-1.02,2.94,2.23
2.036,-0.88,2.80,2.11
2.039,-0.79,2.51,1.97
2.044,-0.81,2.10,1.77
2.049,-0.90,1.73,1.53
2.054,-1.02,1.46,1.29
2.062,-1.12,1.21,1.09
2.064,-1.19,0.92,0.95
2.068,-1.20,0.62,0.86
2.076,-1.16,0.43,0.81
2.079,-1.07,0.39,0.75
2.084,-0.87,0.42,0.68
2.088,-0.54,0.55,0.58
2.094,-0.15,0.81,0.49
2.099,0.27,1.10,0.40
2.103,0.61,1.30,0.31
2.113,0.79,1.31,0.23
2.115,0.79,1.15,0.16
2.119,0.64,0.91,0.12
2.124,0.40,0.66,0.13
2.129,0.14,0.45,0.19
2.134,-0.11,0.24,0.27
2.138,-0.33,-0.11,0.34
2.145,-0.49,-0.40,0.40
2.148,-0.49,-0.19,0.48
2.154,-0.29,0.48,0.57
2.159,-0.02,1.32,0.69
2.164,0.19,2.04,0.80
2.168,0.21,2.35,0.91
2.174,-0.02,2.16,0.98
2.179,-0.40,1.70,1.00
2.184,-0.81,1.36,1.03
2.189,-1.14,1.19,1.09
2.194,-1.33,1.07,1.21
2.199,-1.21,0.96,1.37
2.204,-0.61,0.94,1.53
2.216,0.31,1.11,1.71
2.216,1.07,1.42,1.92
2.221,1.42,1.82,2.19
2.223,1.35,2.28,2.46
2.231,1.05,2.77,2.68
2.234,0.71,3.21,2.84
2.239,0.44,3.58,2.95
2.243,0.22,3.90,3.00
2.248,0.08,4.13,3.01
2.253,-0.00,4.23,2.98
2.258,-0.09,4.24,2.93
2.263,-0.21,4.20,2.86
2.268,-0.32,4.10,2.81
2.273,-0.41,3.85,2.71
2.279,-0.52,3.58,2.49
2.284,-0.61,3.68,1.93
2.289,-0.75,4.27,0.74
2.294,-0.98,4.75,-0.83
2.299,-1.25,4.47,-2.03
2.304,-1.58,3.50,-2.38
2.308,-1.96,2.20,-2.00
2.314,-2.35,0.81,-1.29
2.318,-2.65,-0.38,-0.61
2.323,-2.82,-1.18,-0.16
2.330,-2.91,-1.67,0.14
2.335,-2.96,-1.95,0.34
2.338,-2.96,-2.09,0.46
2.344,-2.94,-2.13,0.53
2.349,-2.91,-2.09,0.56
2.354,-2.75,-1.69,0.56
2.359,-2.13,-0.61,0.49
2.364,-1.10,0.73,0.37
2.369,-0.11,1.77,0.28
2.374,0.62,2.33,0.28
2.379,1.04,2.35,0.40
2.384,1.20,1.93,0.63
2.389,1.21,1.26,0.95
2.394,1.13,0.45,1.32
2.398,1.03,-0.37,1.65
2.404,0.95,-1.04,1.87
2.409,0.91,-1.49,1.94
2.415,0.89,-1.75,1.91
2.419,0.89,-1.90,1.80
2.424,0.88,-1.99,1.64
2.429,0.84,-2.05,1.47
2.436,0.77,-2.10,1.29
2.439,0.66,-2.15,1.13
2.446,0.55,-2.21,0.99
2.450,0.44,-2.29,0.84
2.454,0.36,-2.40,0.69
2.459,0.30,-2.49,0.57
2.465,0.27,-2.56,0.49
2.469,0.28,-2.61,0.44
2.475,0.31,-2.65,0.40
2.479,0.36,-2.71,0.37
2.484,0.43,-2.81,0.34
2.489,0.50,-2.91,0.32
2.495,0.56,-3.03,0.30
2.499,0.59,-3.18,0.27
2.505,0.59,-3.40,0.25
2.510,0.55,-3.64,0.22
2.515,0.52,-3.88,0.18
2.521,0.51,-4.07,0.13
2.524,0.54,-4.16,0.07
2.534,0.60,-4.14,-0.02
2.535,0.68,-4.03,-0.12
2.541,0.75,-3.79,-0.22
2.550,0.78,-3.53,-0.31
2.550,0.76,-3.29,-0.37
2.554,0.72,-3.01,-0.41
2.559,0.68,-2.69,-0.41
2.568,0.67,-2.35,-0.41
2.569,0.71,-1.99,-0.40
2.574,0.79,-1.63,-0.38
2.579,0.92,-1.34,-0.35
2.584,1.06,-1.15,-0.31
2.589,1.24,-1.12,-0.28
2.595,1.45,-1.22,-0.28
2.599,1.69,-1.33,-0.35
2.604,1.93,-1.35,-0.47
2.609,2.16,-1.21,-0.60
2.615,2.35,-0.97,-0.71
2.619,2.50,-0.69,-0.79
2.624,2.62,-0.40,-0.85
2.635,2.67,-0.16,-0.92
2.636,2.68,-0.04,-1.01
2.639,2.67,0.02,-1.12
2.652,2.69,0.04,-1.21
2.653,2.75,0.04,-1.27
2.654,2.84,0.01,-1.30
2.659,2.94,-0.01,-1.30
2.664,3.01,0.06,-1.28
2.668,3.01,0.26,-1.28
2.674,2.91,0.53,-1.37
2.678,2.71,0.75,-1.55
2.684,2.42,0.77,-1.78
2.688,2.08,0.40,-2.02
2.694,1.78,-0.20,-2.20
2.699,1.55,-0.80,-2.30
2.704,1.38,-1.23,-2.35
2.709,1.23,-1.45,-2.35
2.719,1.07,-1.62,-2.29
2.720,0.90,-1.78,-2.20
2.724,0.76,-1.82,-2.05
2.736,0.64,-1.74,-1.79
2.736,0.51,-1.63,-1.48
2.740,0.38,-1.58,-1.16
2.745,0.26,-1.56,-0.88
2.749,0.15,-1.51,-0.64
2.754,0.06,-1.41,-0.47
2.759,-0.03,-1.29,-0.34
2.763,-0.11,-1.18,-0.24
2.769,-0.19,-1.08,-0.16
2.774,-0.26,-0.99,-0.09
2.779,-0.32,-0.95,-0.04
2.785,-0.42,-0.91,0.01
2.789,-0.53,-0.85,0.08
2.796,-0.63,-0.79,0.16
2.800,-0.71,-0.75,0.22
2.804,-0.80,-0.73,0.28
2.809,-0.88,-0.72,0.33
2.814,-0.97,-0.70,0.39
2.819,-1.07,-0.70,0.44
2.824,-1.16,-0.69,0.50
2.832,-1.21,-0.71,0.55
2.834,-1.24,-0.70,0.62
2.838,-1.26,-0.62,0.71
2.845,-1.28,-0.50,0.81
2.849,-1.32,-0.35,0.92
2.854,-1.38,-0.18,1.00
2.858,-1.47,-0.00,1.07
2.864,-1.59,0.19,1.13
2.868,-1.70,0.35,1.19
2.874,-1.80,0.45,1.27
2.879,-1.88,0.49,1.36
2.884,-1.94,0.47,1.47
2.889,-1.96,0.42,1.57
2.895,-1.97,0.40,1.66
2.900,-1.97,0.46,1.73
2.904,-1.97,0.59,1.79
2.910,-1.97,0.80,1.83
2.915,-1.98,1.07,1.84
2.919,-1.97,1.41,1.84
2.924,-1.96,1.81,1.81
2.935,-1.94,2.24,1.76
2.936,-1.93,2.70,1.68
2.941,-1.95,3.16,1.56
2.955,-2.03,3.65,1.38
2.956,-2.16,4.13,1.15
2.956,-2.35,4.53,0.90
2.960,-2.57,4.82,0.62
2.964,-2.82,5.00,0.36
2.969,-3.10,5.04,0.12
2.974,-3.38,4.86,-0.07
2.979,-3.57,4.31,-0.21
2.984,-3.53,3.17,-0.29
2.989,-3.07,1.41,-0.27
2.994,-2.47,-0.44,-0.20
2.999,-1.98,-1.89,-0.10
3.004,-1.61,-2.76,-0.05
3.009,-1.29,-3.05,-0.08
3.015,-0.97,-2.92,-0.19
3.019,-0.65,-2.46,-0.35
3.024,-0.36,-1.84,-0.53
3.036,-0.14,-1.18,-0.68
3.036,0.00,-0.63,-0.75
3.042,0.06,-0.23,-0.75
3.044,0.09,0.01,-0.69
3.054,0.12,0.13,-0.57
3.055,0.16,0.18,-0.47
3.059,0.22,0.23,-0.41
3.065,0.30,0.29,-0.40
3.069,0.41,0.38,-0.43
3.075,0.54,0.45,-0.47
3.080,0.67,0.48,-0.52
3.085,0.76,0.45,-0.60
3.089,0.80,0.36,-0.66
3.096,0.79,0.24,-0.70
3.100,0.75,0.18,-0.69
3.105,0.66,0.24,-0.64
3.109,0.51,0.35,-0.61
3.114,0.26,0.47,-0.65
3.119,0.03,0.55,-0.75
3.124,-0.05,0.61,-0.83
3.134,-0.00,0.69,-0.84
3.134,0.07,0.81,-0.79
3.139,0.11,0.93,-0.72
3.144,0.10,1.09,-0.62
3.150,0.01,1.30,-0.51
3.155,-0.13,1.60,-0.39
3.159,-0.25,1.93,-0.25
3.164,-0.20,2.26,-0.11
3.169,0.09,2.43,0.05
3.174,0.60,2.30,0.21
3.180,1.22,1.90,0.31
3.184,1.76,1.39,0.34
3.189,2.01,1.19,0.39
3.195,1.99,1.49,0.46
3.199,1.85,2.09,0.52
3.205,1.63,2.76,0.52
3.231,1.26,3.26,0.46
3.232,0.74,3.45,0.40
3.232,0.11,3.27,0.40
3.233,-0.52,2.80,0.36
3.233,-1.06,2.14,0.25
3.238,-1.43,1.34,0.15
3.239,-1.64,0.58,0.11
3.246,-1.71,-0.02,0.11
3.249,-1.63,-0.41,0.07
3.255,-1.45,-0.61,0.00
3.260,-1.25,-0.70,-0.06
3.265,-1.05,-0.74,-0.10
3.271,-0.87,-0.73,-0.09
3.274,-0.74,-0.68,-0.03
3.280,-0.64,-0.61,0.05
3.284,-0.57,-0.50,0.13
3.289,-0.51,-0.39,0.18
3.296,-0.47,-0.31,0.19
3.299,-0.47,-0.27,0.21
3.305,-0.50,-0.25,0.23
3.310,-0.52,-0.27,0.26
3.315,-0.55,-0.33,0.28
3.320,-0.57,-0.41,0.29
3.325,-0.58,-0.51,0.29
3.336,-0.56,-0.63,0.29
3.337,-0.51,-0.76,0.30
3.340,-0.43,-0.89,0.32
3.345,-0.31,-1.03,0.34
3.355,-0.17,-1.19,0.36
3.356,-0.01,-1.34,0.39
3.360,0.15,-1.45,0.43
3.365,0.29,-1.52,0.48
3.369,0.40,-1.54,0.52
3.375,0.46,-1.52,0.54
3.380,0.48,-1.47,0.56
3.384,0.46,-1.40,0.57
3.389,0.40,-1.28,0.57
3.396,0.32,-1.13,0.55
3.399,0.22,-0.97,0.53
3.404,0.14,-0.84,0.49
3.409,0.06,-0.73,0.44
3.415,-0.01,-0.68,0.40
3.420,-0.05,-0.71,0.40
3.425,-0.06,-0.78,0.41
3.437,-0.01,-0.85,0.44
3.438,0.08,-0.91,0.46
3.440,0.20,-0.93,0.51
3.445,0.35,-0.87,0.51
3.457,0.54,-0.76,0.46
3.457,0.72,-0.64,0.40
3.460,0.87,-0.57,0.36
3.475,1.00,-0.59,0.35
3.475,1.11,-0.68,0.34
3.475,1.19,-0.89,0.32
3.494,1.22,-1.22,0.29
3.494,1.22,-1.62,0.25
3.495,1.20,-1.97,0.19
3.495,1.18,-2.18,0.14
3.499,1.18,-2.25,0.09
3.505,1.21,-2.23,0.05
3.509,1.30,-2.18,0.02
3.515,1.45,-2.16,-0.02
3.520,1.66,-2.18,-0.06
3.524,1.93,-2.25,-0.11
3.538,2.24,-2.36,-0.18
3.539,2.55,-2.51,-0.28
3.540,2.82,-2.70,-0.42
3.547,3.07,-2.88,-0.58
3.551,3.28,-2.93,-0.74
3.555,3.40,-2.69,-0.87
3.560,3.42,-2.21,-0.93
3.569,3.50,-1.69,-0.93
3.570,3.67,-1.28,-0.96
3.575,3.81,-1.05,-0.95
3.582,3.80,-0.94,-0.91
3.585,3.66,-0.84,-0.85
3.589,3.39,-0.70,-0.81
3.596,3.07,-0.55,-0.81
3.599,2.78,-0.52,-0.87
3.604,2.55,-0.50,-1.02
3.609,2.39,-0.46,-1.21
3.615,2.28,-0.38,-1.35
3.619,2.20,-0.30,-1.44
3.624,2.03,-0.42,-1.54
3.636,1.81,-0.53,-1.59
3.637,1.62,-0.58,-1.60
3.639,1.44,-0.66,-1.57
3.644,1.28,-0.85,-1.47
3.656,1.12,-1.13,-1.32
3.656,0.99,-1.37,-1.11
3.660,0.88,-1.53,-0.87
3.665,0.72,-1.70,-0.65
3.669,0.51,-1.85,-0.48
3.674,0.31,-1.91,-0.34
3.679,0.16,-1.86,-0.22
3.684,0.04,-1.71,-0.10
3.689,-0.07,-1.51,0.02
3.696,-0.18,-1.29,0.15
3.700,-0.31,-1.10,0.27
3.704,-0.41,-0.92,0.38
3.709,-0.48,-0.74,0.49
3.715,-0.54,-0.61,0.59
3.719,-0.60,-0.50,0.69
3.725,-0.65,-0.42,0.79
3.737,-0.68,-0.34,0.89
3.738,-0.72,-0.26,0.98
3.740,-0.77,-0.18,1.08
3.745,-0.83,-0.12,1.16
3.761,-0.90,-0.09,1.25
3.762,-0.99,-0.07,1.33
3.763,-1.07,-0.06,1.40
3.765,-1.15,-0.08,1.47
3.770,-1.23,-0.12,1.54
3.777,-1.32,-0.15,1.60
3.780,-1.42,-0.19,1.65
3.785,-1.54,-0.24,1.72
3.790,-1.68,-0.32,1.79
3.795,-1.84,-0.44,1.88
3.800,-2.00,-0.57,1.98
3.805,-2.16,-0.71,2.10
3.810,-2.31,-0.83,2.22
3.816,-2.45,-0.94,2.33
3.820,-2.56,-1.01,2.42
3.824,-2.64,-1.03,2.44
3.830,-2.68,-0.95,2.34
3.835,-2.72,-0.73,2.24
3.840,-2.74,-0.39,2.12
3.844,-2.72,0.02,1.97
3.850,-2.68,0.49,1.75
3.855,-2.63,0.94,1.45
3.860,-2.57,1.37,1.09
3.865,-2.45,1.70,0.73
3.870,-2.30,1.87,0.42
3.875,-2.17,1.92,0.17
3.880,-2.08,1.87,-0.03
3.885,-2.08,1.82,-0.20
3.890,-2.14,1.77,-0.35
3.895,-2.29,1.68,-0.48
3.901,-2.50,1.51,-0.56
3.905,-2.74,1.23,-0.61
3.911,-2.97,0.85,-0.61
3.920,-3.17,0.43,-0.59
3.921,-3.29,-0.03,-0.56
3.942,-3.26,-0.54,-0.55
3.943,-2.92,-1.12,-0.57
3.943,-2.37,-1.57,-0.61
3.944,-1.80,-1.76,-0.67
3.945,-1.28,-1.77,-0.72
3.955,-0.82,-1.71,-0.77
3.956,-0.43,-1.63,-0.81
3.960,-0.14,-1.55,-0.83
3.965,0.04,-1.49,-0.83
