time,wx,wy,wz
1.821,-0.05,0.02,0.01
1.826,-0.05,0.02,0.01
1.832,-0.05,0.02,0.01
1.836,-0.05,0.02,0.01
1.841,-0.05,0.02,0.01
1.847,-0.05,0.01,0.01
1.851,-0.05,0.01,0.01
1.856,-0.05,0.01,0.01
1.861,-0.05,0.00,0.00
1.866,-0.05,0.01,0.00
1.872,-0.04,0.00,0.00
1.876,-0.05,-0.00,-0.00
1.888,-0.04,0.00,0.00
1.889,-0.04,-0.00,-0.00
1.892,-0.04,-0.00,-0.00
1.909,-0.04,-0.01,-0.00
1.910,-0.03,-0.00,-0.01
1.910,-0.03,-0.00,-0.01
1.913,-0.03,-0.00,-0.01
1.922,-0.03,-0.00,-0.01
1.923,-0.03,-0.00,-0.01
1.926,-0.02,-0.00,-0.01
1.932,-0.02,-0.00,-0.01
1.936,-0.01,-0.00,-0.01
1.941,-0.01,-0.00,-0.01
1.946,-0.01,0.00,-0.01
1.951,-0.01,-0.00,-0.01
1.956,-0.00,-0.00,-0.01
1.962,-0.00,-0.00,-0.01
1.968,-0.00,-0.00,-0.01
1.972,0.00,0.00,-0.01
1.977,0.00,-0.00,-0.01
1.988,0.00,-0.00,-0.01
1.988,0.01,-0.00,-0.01
1.992,0.00,-0.00,-0.01
2.000,0.00,-0.01,-0.01
2.002,0.00,-0.00,-0.02
2.006,0.00,-0.00,-0.01
2.011,0.00,-0.01,-0.01
2.016,0.00,-0.00,-0.02
2.022,-0.00,-0.01,-0.01
2.026,-0.01,-0.00,-0.01
2.032,-0.01,-0.00,-0.01
2.036,-0.01,0.01,-0.01
2.042,-0.01,0.00,-0.01
2.048,-0.01,-0.00,-0.01
2.051,-0.01,0.00,-0.01
2.056,-0.01,0.01,-0.01
2.062,-0.01,0.00,-0.01
2.067,-0.01,0.00,-0.00
2.072,-0.01,0.00,-0.00
2.077,-0.01,0.00,-0.00
2.083,-0.01,0.01,-0.00
2.087,-0.01,0.01,-0.00
2.092,-0.01,0.01,0.00
2.097,-0.01,0.01,0.00
2.104,-0.01,0.01,0.00
2.107,-0.01,0.01,0.00
2.112,-0.01,0.01,0.01
2.118,-0.01,0.01,0.01
2.122,-0.01,0.01,0.00
2.126,-0.01,0.01,0.00
2.133,-0.01,0.01,0.01
2.136,-0.02,0.01,0.01
2.142,-0.02,0.01,0.01
2.148,-0.02,0.01,0.01
2.152,-0.02,0.01,0.01
2.157,-0.02,0.01,0.01
2.162,-0.02,0.01,0.01
2.167,-0.02,0.00,0.01
2.172,-0.03,0.00,0.01
2.177,-0.03,0.00,0.01
2.190,-0.03,0.00,0.01
2.191,-0.03,0.01,0.02
2.192,-0.03,0.01,0.01
2.198,-0.04,0.01,0.01
2.209,-0.04,0.01,0.02
2.209,-0.04,0.02,0.02
2.211,-0.04,0.02,0.02
2.221,-0.04,0.02,0.02
2.221,-0.04,0.01,0.02
2.226,-0.04,0.01,0.02
2.233,-0.05,0.01,0.02
2.237,-0.05,0.00,0.02
2.241,-0.06,0.01,0.03
2.246,-0.06,0.00,0.03
2.252,-0.06,0.00,0.03
2.256,-0.07,0.01,0.03
2.261,-0.07,0.02,0.03
2.267,-0.07,0.01,0.03
2.272,-0.06,0.00,0.03
2.277,-0.06,0.00,0.03
2.290,-0.06,-0.00,0.04
2.290,-0.06,-0.00,0.04
2.292,-0.06,-0.01,0.04
2.312,-0.06,-0.01,0.04
2.313,-0.06,-0.02,0.04
2.313,-0.06,-0.02,0.04
2.313,-0.06,-0.02,0.05
2.324,-0.05,-0.02,0.05
2.325,-0.05,-0.02,0.04
2.327,-0.05,-0.02,0.04
2.336,-0.05,-0.01,0.05
2.337,-0.05,0.00,0.05
2.342,-0.04,0.01,0.05
2.346,-0.04,0.01,0.05
2.352,-0.03,0.01,0.05
2.356,-0.03,0.01,0.05
2.361,-0.03,0.01,0.05
2.367,-0.02,0.00,0.05
2.372,-0.02,0.01,0.05
2.376,-0.01,0.01,0.05
2.391,-0.01,0.01,0.06
2.392,-0.00,0.01,0.05
2.392,-0.00,0.01,0.05
2.397,-0.00,0.01,0.06
2.412,0.00,0.01,0.05
2.413,0.00,0.01,0.05
2.414,0.01,0.01,0.05
2.418,0.01,0.01,0.05
2.422,0.01,0.00,0.05
2.426,0.01,0.01,0.05
2.432,0.02,0.00,0.05
2.436,0.02,0.01,0.05
2.441,0.02,0.01,0.05
2.446,0.02,0.01,0.05
2.452,0.02,0.01,0.05
2.456,0.03,0.01,0.04
2.462,0.03,0.01,0.04
2.467,0.02,0.01,0.04
