time,wx,wy,wz
2.084,-0.02,0.02,0.00
2.089,-0.03,0.03,0.00
2.094,-0.02,0.04,0.01
2.100,-0.02,0.04,0.01
2.105,-0.01,0.03,0.01
2.110,0.01,0.01,0.01
2.115,0.01,-0.00,0.01
2.120,0.02,-0.00,0.01
2.124,0.01,-0.00,0.02
2.129,0.01,0.00,0.02
2.134,0.01,0.01,0.02
2.139,0.02,0.02,0.01
2.144,0.02,0.03,0.01
2.149,0.03,0.03,-0.00
2.155,0.04,0.02,-0.01
2.159,0.04,0.02,-0.02
2.164,0.04,0.02,-0.02
2.170,0.04,0.02,-0.02
2.175,0.03,0.01,-0.02
2.180,0.02,0.02,-0.01
2.185,0.01,0.02,-0.01
2.189,-0.01,0.02,0.00
2.194,-0.02,0.02,0.01
2.200,-0.03,0.02,0.01
2.204,-0.04,0.02,0.02
2.209,-0.04,0.01,0.03
2.215,-0.05,-0.00,0.03
2.219,-0.04,-0.02,0.02
2.224,-0.03,-0.03,0.01
2.229,-0.00,-0.04,0.01
2.234,0.02,-0.06,0.01
2.240,0.03,-0.07,0.00
2.244,0.05,-0.06,-0.00
2.249,0.06,-0.05,-0.00
2.255,0.06,-0.03,-0.00
2.259,0.06,-0.00,0.00
2.264,0.05,0.01,0.01
2.271,0.04,0.02,0.01
2.275,0.03,0.03,0.02
2.280,0.01,0.03,0.02
2.285,-0.00,0.03,0.02
2.289,-0.02,0.03,0.02
2.294,-0.03,0.03,0.02
2.300,-0.04,0.04,0.02
2.304,-0.05,0.04,0.02
2.309,-0.05,0.04,0.01
2.314,-0.04,0.05,0.01
2.320,-0.04,0.05,0.01
2.325,-0.03,0.06,0.00
2.330,-0.01,0.06,0.01
2.335,-0.00,0.05,0.01
2.340,0.00,0.04,0.01
2.345,0.01,0.03,0.02
2.349,0.00,0.01,0.02
2.355,0.00,0.01,0.02
2.359,-0.00,0.00,0.02
2.364,-0.00,-0.01,0.02
2.370,-0.00,-0.02,0.01
2.375,0.00,-0.03,0.01
2.380,0.01,-0.03,0.00
2.386,0.02,-0.03,-0.01
2.390,0.02,-0.03,-0.01
2.394,0.03,-0.03,-0.02
2.399,0.03,-0.02,-0.02
2.404,0.04,-0.01,-0.02
2.409,0.04,-0.00,-0.03
2.415,0.05,0.00,-0.03
2.419,0.05,-0.00,-0.03
2.424,0.05,-0.01,-0.03
2.429,0.06,-0.01,-0.02
2.434,0.06,-0.02,-0.02
2.439,0.06,-0.02,-0.02
2.444,0.06,-0.02,-0.02
2.450,0.05,-0.02,-0.02
2.455,0.04,-0.01,-0.02
2.460,0.03,-0.01,-0.02
2.465,0.02,-0.00,-0.02
2.470,0.02,-0.01,-0.01
2.475,0.02,-0.01,-0.01
2.479,0.01,-0.01,-0.01
2.484,0.01,-0.01,-0.01
2.490,0.01,-0.01,-0.00
2.495,0.00,-0.00,0.00
2.499,-0.00,0.01,0.01
2.504,-0.00,0.01,0.02
2.511,-0.01,0.01,0.02
2.515,-0.01,0.01,0.03
2.520,-0.01,0.01,0.03
2.524,-0.00,0.00,0.02
2.531,0.00,0.00,0.02
2.535,0.01,-0.00,0.01
2.540,0.01,-0.00,0.01
2.545,0.01,-0.00,0.01
2.549,0.01,-0.00,0.00
2.555,0.01,-0.00,-0.00
2.561,0.01,-0.01,-0.01
2.566,0.01,-0.01,-0.01
2.570,0.01,-0.02,-0.01
2.576,0.01,-0.02,-0.01
2.581,0.01,-0.01,-0.00
2.585,0.01,-0.00,-0.00
2.590,0.02,0.00,0.01
2.596,0.02,-0.00,0.01
2.600,0.03,-0.01,0.01
2.604,0.04,-0.02,0.00
2.611,0.04,-0.02,-0.00
2.616,0.04,-0.02,-0.00
2.621,0.05,-0.02,-0.01
2.626,0.05,-0.02,-0.01
2.631,0.04,-0.01,-0.01
2.636,0.04,-0.01,-0.01
2.641,0.04,-0.00,-0.01
2.646,0.04,0.00,-0.01
2.651,0.03,0.00,-0.01
2.656,0.03,-0.00,-0.01
2.661,0.03,-0.01,-0.01
2.665,0.02,-0.01,-0.01
2.671,0.01,-0.01,-0.01
2.676,0.01,-0.00,-0.01
2.681,0.00,-0.00,-0.01
2.685,0.00,-0.00,-0.01
2.691,0.00,-0.01,-0.01
2.696,-0.00,-0.01,-0.01
2.700,0.00,-0.01,-0.02
2.705,0.01,-0.01,-0.02
2.711,0.02,-0.01,-0.02
2.716,0.02,-0.01,-0.03
2.721,0.03,-0.01,-0.03
2.726,0.03,-0.00,-0.03
2.731,0.04,0.01,-0.03
2.736,0.03,0.03,-0.02
2.741,0.03,0.04,-0.02
2.745,0.02,0.05,-0.01
2.751,0.02,0.05,0.00
2.756,0.02,0.06,0.01
2.760,0.02,0.05,0.01
2.765,0.02,0.04,0.01
2.770,0.02,0.03,0.01
2.775,0.02,0.02,0.01
2.780,0.02,0.02,0.01
2.786,0.01,0.01,0.01
2.790,0.02,-0.01,0.00
2.796,0.02,-0.03,-0.00
2.801,0.03,-0.04,-0.01
2.805,0.03,-0.05,-0.01
2.811,0.03,-0.05,-0.01
2.815,0.02,-0.04,-0.01
2.820,0.01,-0.03,-0.01
2.826,-0.00,-0.01,-0.01
2.830,-0.01,-0.00,0.00
2.836,-0.01,0.01,0.00
2.842,-0.00,0.01,0.01
2.845,0.01,0.01,0.01
2.851,0.02,0.01,0.01
2.856,0.03,-0.00,0.02
2.860,0.04,-0.00,0.02
2.865,0.04,-0.00,0.02
2.870,0.05,-0.01,0.02
2.876,0.05,-0.01,0.01
2.880,0.06,-0.03,0.01
2.885,0.07,-0.05,0.00
2.892,0.07,-0.06,-0.00
2.896,0.07,-0.06,-0.00
2.900,0.06,-0.06,-0.00
2.906,0.05,-0.05,-0.00
2.911,0.04,-0.03,-0.00
2.916,0.02,-0.02,0.00
2.921,0.01,-0.00,0.00
2.925,0.01,0.01,-0.01
2.930,0.01,0.01,-0.01
2.935,0.01,0.02,-0.01
